Handle,Title,Category type,Variant Price
pel-pras-2000-aspire-series-top-mount-refrigerator-170-l-grey,PEL Pras 2000 Aspire Series Top Mount Refrigerator 170 L Grey,0,40500
pel-pras-2100-aspire-series-top-mount-refrigerator-185-l-grey,PEL PRAS 2100 Aspire Series Top Mount Refrigerator 185 L Grey,0,42000
pel-pras-2200-aspire-series-top-mount-refrigerator-200-l-golden,PEL PRAS 2200 – Aspire Series Top Mount Refrigerator – 200 L – Golden,0,35000
pel-pras-2200-aspire-series-top-mount-refrigerator-200-l-silver,PEL PRAS 2200 Aspire Series Top Mount Refrigerator 200 L Silver,0,34000
pel-pras-2200-aspire-series-top-mount-refrigerator-8cft-194-l-grey,PEL PRAS 2200 Aspire Series Top Mount Refrigerator 8cft 194 L Grey,0,35000
pel-pras-2200-aspire-series-top-mount-refrigerator-9cft-200-l-golden,PEL PRAS 2200 Aspire Series Top Mount Refrigerator 9cft 200 L Golden,0,35000
pel-pras-2300-aspire-series-top-mount-refrigerator-230-l-grey,PEL PRAS 2300 – Aspire Series Top Mount Refrigerator – 230 L – Grey,0,33000
pel-pras-2300-aspire-series-top-mount-refrigerator-230-l-silver,PEL PRAS 2300 Aspire Series Top Mount Refrigerator 230 L Silver,0,32000
pel-pras-2500-aspire-top-mount-refrigerator-12-cu-ft-grey,PEL PRAS 2500 Aspire Top Mount Refrigerator 12 Cu.Ft Grey,0,39500
pel-pras-6300-aspire-series-top-mount-refrigerator-13-cu-ft-grey,PEL PRAS 6300 Aspire Series Top Mount Refrigerator 13 Cu Ft Grey,0,49900
pel-pras-6400-aspire-top-mount-refrigerator-14cft-330-l-grey,PEL PRAS 6400 – Aspire Top Mount Refrigerator – 14cft – 330 L – Grey,0,41000
pel-prdi-150-desire-infinite-refrigerator-14-cft-silver,PEL PRDI 150 Desire Infinite Refrigerator 14 Cft Silver,0,53700
pel-prdi-160-desire-infinite-refrigerator-18-cft-silver,PEL PRDI 160 Desire Infinite Refrigerator 18 Cft Silver,0,59500
pel-prgd-145-glass-door-refrigerator-13cft-295ltr-red,PEL PRGD 145 Glass Door Refrigerator 13cft 295ltr Red,0,47800
pel-prgd-155-glass-door-refrigerator-14-cu-ft-red,PEL PRGD-155 Glass Door Refrigerator 14 Cu.Ft Red,0,49400
pel-prgd-160-gd-glass-door-refrigerator-18-cu-ft,PEL PRGD-160 GD Glass Door Refrigerator 18 Cu Ft,0,67000
pel-prgd-2000-m-glass-door-refrigerator-170-l-black,PEL PRGD-2000 M – Glass Door Refrigerator – 170 L – Black,0,38000
pel-prgd-2000-m-glass-door-series-refrigerator-170-l-black,PEL PRGD 2000 M Glass Door Series Refrigerator 170 L Black,0,29000
pel-prgd-2200-desire-glass-door-refrigerator-red,PEL PRGD-2200 Desire Glass-Door Refrigerator -Red,0,35000
pel-prgd-2200-m-glass-door-refrigerator-200-l-maroon-red,PEL PRGD 2200 M Glass Door Refrigerator 200 L Maroon & Red,0,33999
pel-prgd-2550-desire-glass-door-refrigerator-240-l-abstract-black,PEL PRGD 2550 – Desire Glass Door Refrigerator – 240 L – Abstract Black,0,40000
pel-prgd-6250-refrigerator,PEL Prgd-6250 Refrigerator,0,50000
pel-prgdi-155-gd-intello-series-refrigerator-330-liters-wavy-maroon,PEL PRGDI – 155 – GD Intello Series Refrigerator – 330 Liters – Wavy Maroon,0,61499
pel-prl-2000-refrigerator-top-mount-charcoal-grey,PEL PRL-2000 Refrigerator TOP MOUNT Charcoal Grey,0,28000
pel-prl-2000-top-mount-refrigerator-170-l-cg,PEL PRL 2000 Top Mount Refrigerator 170 L CG,0,34000
pel-prl-2150-life-refrigerator,PEL PRL-2150 – Life Refrigerator,0,42000
pel-prl-2200-life-series-top-mount-refrigerator-8cft-194-l-grey,PEL Prl 2200 – Life Series Top Mount Refrigerator – 8Cft – 194 L – Grey,0,38000
pel-prl-2200-refrigerator-top-mount-silver,PEL PRL-2200 Refrigerator TOP MOUNT Silver,0,30000
pel-prl-2350-life-series-top-mount-refrigerator-silver,PEL PRL 2350 – LIFE Series Top Mount Refrigerator – Silver,0,40000
pel-prl-2350-top-mount-refrigerator-silver,PEL PRL-2350 TOP MOUNT Refrigerator Silver,0,32500
pel-prl-2550-ew-life-top-mount-refrigerator-260-l-tangle-gold,PEL PRL 2550 EW – Life Top Mount Refrigerator – 260 L – Tangle Gold,0,40000
pel-prl-2550-life-series-top-mount-refrigerator-260-l-silver,PEL PRL 2550 – LIFE Series Top Mount Refrigerator – 260 L – Silver,0,42000
pel-prl-6450-top-mount-refrigerator-330-l-silver,PEL PRL 6450 Top Mount Refrigerator 330 L Silver,0,47000
pel-pwd-115-glass-door-water-dispenser-with-refrigerator,PEL PWD 115 Glass Door Water Dispenser With Refrigerator,0,18000
pel-ref-pra150-arctic-refrigerator-silver,PEL REF PRA150 Arctic Refrigerator Silver,0,45000
pel-refrigerator-150-prgdi-intello,PEL Refrigerator 150 PRGDI Intello,0,57099
pel-refrigerator-18-cft-20190-arctic-fresh,PEL Refrigerator – 18 Cft – 20190 Arctic Fresh,0,56500
pel-refrigerator-20190-gd-invertor,PEL Refrigerator 20190-GD Invertor,0,56999
pel-refrigerator-20190-gd-invertor-series,PEL Refrigerator 20190-GD Invertor Series,0,65000
pel-refrigerator-2200-gd,PEL Refrigerator 2200 GD,0,35800
pel-refrigerator-2300-aspire,PEL Refrigerator 2300 Aspire,0,41500
pel-refrigerator-2300-aspire-silver,PEL Refrigerator – 2300 – Aspire – Silver –,0,35400
pel-refrigerator-2350-inverteron,PEL Refrigerator 2350 Inverteron,0,45000
pel-refrigerator-2350-life,PEL Refrigerator 2350 Life,0,41000
pel-refrigerator-2550-gd,PEL Refrigerator 2550 GD,0,40000
pel-refrigerator-6450-gd,PEL Refrigerator 6450 GD,0,47999
pel-refrigerator-aspire-2300,PEL Refrigerator Aspire 2300,0,40100
pel-refrigerator-pel-160-gdmi,PEL Refrigerator Pel 160 GDMI,0,78000
pel-refrigerator-pra-130-artic-silver,PEL Refrigerator – Pra 130 – Artic – Silver –,0,37500
pel-refrigerator-prgd-150-red,PEL Refrigerator – Prgd 150 – Red –,0,53300
pel-refrigerator-prgd-20170,PEL Refrigerator PRGD-20170,0,51000
pel-top-mount-refrigerator-325-ltr-pra155-arctic-series-beige,PEL Top Mount Refrigerator – 325 LTR – PRA155-Arctic Series – Beige,0,41920
Fridge Samsung,,3,
samsung-rb21kmfj5se-top-mount-refrigerator-silver,Samsung RB21KMFJ5SE – Top Mount Refrigerator – Silver,0,58999
samsung-refrigerator-51k5680,Samsung Refrigerator 51K5680,0,167539
samsung-rsa1stmgs-refrigerator-silver,Samsung RSA1STMGS Refrigerator Silver,0,159999
samsung-rt39k5110sp-top-mount-refrigerator-silver,Samsung RT39K5110SP Top Mount Refrigerator Silver,0,83000
samsung-rt50k5010s8-top-mount-refrigerator-silver,Samsung RT50K5010S8 Top Mount Refrigerator Silver,0,103000
samsung-rt65k6030s8-top-mount-refrigerator-silver,Samsung RT65K6030S8 Top Mount Refrigerator Silver,0,120000
samsung-top-mount-refrigerator-rt43fajedsp,Samsung Top Mount Refrigerator Rt43Fajedsp,0,80000
Fridge Sharp,,3,
sharp-chang-series-refrigerator-sj-ke175-bs2-3,Sharp Chang Series Refrigerator SJ-KE175-BS2-3,0,49999
sharp-chang-series-refrigerator-sj-ke195-bs2-3,Sharp Chang Series Refrigerator SJ-KE195-BS2-3,0,47999
sharp-chang-series-refrigerator-sj-kp195-ss2-3,Sharp Chang Series Refrigerator SJ-KP195-SS2-3,0,59999
sharp-double-french-series-refrigerator-sj-f82-sl5,Sharp Double French Series Refrigerator SJ-F82-SL5,0,219999
sharp-d-pro-essential-series-refrigerator-sj-se75d5-sl5,Sharp D-Pro Essential Series Refrigerator SJ-SE75D5-SL5,0,159999
sharp-d-pro-essential-series-refrigerator-sj-se75d-bk5,Sharp D-Pro Essential Series Refrigerator SJ-SE75D-BK5,0,159999
sharp-d-pro-premium-series-refrigerator-sj-g53d-sl5,Sharp D-Pro Premium Series Refrigerator SJ-G53D-SL5,0,130999
sharp-d-pro-premium-series-refrigerator-sj-gp75d5-bk5,Sharp D-Pro Premium Series Refrigerator SJ-GP75D5-BK5,0,175999
sharp-new-double-french-series-refrigerator-sj-fs85-bk5,Sharp New Double French Series Refrigerator SJ-FS85-BK5,0,270999
sharp-olive-series-refrigerator-sj-fe87v-ss5,Sharp Olive Series Refrigerator SJ-FE87V-SS5,0,229999
Fridge Siemens ,,3,
siemens-kd47vvw20n-fridge-freezer-combination-white,Siemens KD47VVW20N Fridge Freezer Combination White,0,120000
siemens-ks38ra00me-refrigerator-low-frost-white,Siemens KS38RA00ME Refrigerator Low Frost White,0,134999
Fridge Signature,,3,
signature-refrigerator-in-black-wb52,Signature Refrigerator In Black WB52,0,21999
signature-refrigerator-wb100-in-silver,Signature Refrigerator WB100 In Silver,0,32999
Fridge Singer,,3,
singer-2502-elegance-series-refrigerator-9-cft-diamond-black,Singer 2502 Elegance Series Refrigerator 9 Cft Diamond Black,0,36500
singer-2502-elegance-series-refrigerator-9-cft-oxford-grey,Singer 2502 Elegance Series Refrigerator 9 Cft Oxford Grey,0,36500
singer-2502-elegance-series-refrigerator-9-cft-satin-gold,Singer 2502 Elegance Series Refrigerator 9 Cft Satin Gold,0,36500
singer-3400-elegance-series-refrigerator-12-cft-diamond-black,Singer 3400 Elegance Series Refrigerator 12 Cft Diamond Black,0,39600
singer-3400-elegance-series-refrigerator-12-cft-oxford-grey,Singer 3400 Elegance Series Refrigerator 12 Cft Oxford Grey,0,39600
singer-3400-elegance-series-refrigerator-12-cft-satin-gold,Singer 3400 Elegance Series Refrigerator 12 Cft Satin Gold,0,39600
singer-3700-elegance-series-refrigerator-13-cft-diamond-black,Singer 3700 Elegance Series Refrigerator 13 Cft Diamond Black,0,40500
singer-3700-elegance-series-refrigerator-13-cft-oxford-grey,Singer 3700 Elegance Series Refrigerator 13 Cft Oxford Grey,0,40500
singer-3700-elegance-series-refrigerator-13-cft-satin-gold,Singer 3700 Elegance Series Refrigerator 13 Cft Satin Gold,0,40600
singer-4000-elegance-series-refrigerator-14-cft-diamond-black,Singer 4000 Elegance Series Refrigerator 14 Cft Diamond Black,0,41500
singer-4000-elegance-series-refrigerator-14-cft-oxford-grey,Singer 4000 Elegance Series Refrigerator 14 Cft Oxford Grey,0,41500
singer-4000-elegance-series-refrigerator-14-cft-satin-gold,Singer 4000 Elegance Series Refrigerator 14 Cft Satin Gold,0,41700
Fridge Toshiba,,3,
toshiba-refrigerator-inverter-gr-hg52mdz-xk,Toshiba Refrigerator Inverter GR-HG52MDZ XK,0,130000
toshiba-refrigerator-inverter-gr-t48mbz,Toshiba Refrigerator INVERTER GR-T48MBZ,0,120000
Fridge Waves,,3,
waves-10-cu-ft-vista-refrigerator-wr-310,Waves 10 Cu Ft Vista Refrigerator WR-310,0,33400
waves-wr-309-vista-refrigerator-09-cu-ft-golden,Waves WR 309 Vista Refrigerator 09 Cu.Ft. Golden,0,32400
waves-wr-311-vista-refrigerator-11-cu-ft-golden,Waves WR 311 Vista Refrigerator 11 Cu.Ft. Golden,0,33400
waves-wr-313-vista-refrigerator-13-cu-ft-golden,Waves WR 313 Vista Refrigerator 13 Cu.Ft. Golden,0,35500
waves-wr-314-vista-refrigerator-14-cu-ft-golden,Waves WR 314 Vista Refrigerator 14 Cu.Ft. Golden,0,38000
Freezer,,2,
Freezer Bosch,,3,
bosch-gcm28aw22nchest-freezer,Bosch GCM28AW22NCHEST FREEZER,0,110000
bosch-gcm34aw22n-chest-freezer,Bosch GCM34AW22N CHEST FREEZER,0,99999
bosch-kgn56vi30mbottom-freezer,Bosch KGN56VI30MBOTTOM FREEZER,0,230500
bosch-kgn57vl20mbottom-freezer,Bosch KGN57VL20MBOTTOM FREEZER,0,149500
bosch-kiv38x22gb-bottom-freezer,Bosch KIV38X22GB BOTTOM FREEZER,0,185000
Freezer Dawlance,,3,
dawlance-10-cb-single-door-deep-freezer-300-p,Dawlance 10 CB Single Door Deep Freezer 300-P,0,32000
dawlance-13-cbf-double-door-deep-freezer-9199-7,Dawlance 13 CBF Double Door Deep Freezer 9199-7,0,42000
dawlance-13cf-single-door-deep-freezer-400p,Dawlance 13CF Single Door Deep Freezer 400P,0,38000
dawlance-300-ltr-single-door-deep-freezer-df-300,Dawlance 300 LTR Single Door Deep Freezer DF- 300,0,30900
dawlance-400-ltr-single-door-deep-freezer-df-400,Dawlance 400 LTR Single Door Deep Freezer DF-400,0,35900
dawlance-deep-freezer-df-91997,Dawlance Deep Freezer DF 91997,0,40900
dawlance-deep-freezer-df-91998,Dawlance Deep Freezer DF 91998,0,42800
dawlance-deep-freezer-df-91999,Dawlance Deep Freezer DF 91998,0,42800
dawlance-vertical-freezer-vf-1035-wb,Dawlance Vertical Freezer VF-1035 WB,0,47300
Freezer Esquire,,3,
esquire-hm-125l-21-upright-freezer,Esquire Hm 125L 21 Upright Freezer,0,45000
Freezer Gaba ,,3,
gaba-national-gnr-2314-upright-freezer-182-ltr-gray-brand-warranty,Gaba National GNR 2314 Upright Freezer 182 LTR Gray (Brand Warranty),0,41000
Freezer Haier,,3,
haier-245-l-single-door-deep-freezer-hdf-245sd,Haier 245 L Single Door Deep Freezer HDF-245SD,0,35000
haier-285-l-single-door-deep-freezer-hdf-285sd,Haier 285 L Single Door Deep Freezer HDF-285SD,0,32000
haier-285-l-single-door-deep-freezer-hdf-285sd-1,Haier 285 L Single Door Deep Freezer HDF-285SD,0,35000
haier-325-l-double-door-deep-freezer-hdf-325h,Haier 325 L Double Door Deep Freezer HDF-325H,0,38000
haier-385-litre-double-door-deep-freezer-hdf-385,Haier 385 Litre Double Door Deep Freezer HDF-385,0,40000
haier-405-l-single-door-deep-freezer-hdf-4055sd,Haier 405 L Single Door Deep Freezer HDF-4055SD,0,45000
haier-545l-double-door-deep-freezer-hdf-545,Haier 545L Double Door Deep Freezer HDF-545,0,48000
haier-deep-freezer-chest-freezer-hdf-405sd-3-years-brand-warranty,Haier Deep Freezer Chest Freezer HDF 405SD 3 Years Brand Warranty,0,44999
haier-deep-freezer-double-door-hdf-385h-3-years-brand-warranty,Haier Deep Freezer Double Door HDF 385H 3 Years Brand Warranty,0,47499
haier-deep-freezer-single-door-hdf-245sd-3-years-brand-warranty,Haier Deep Freezer Single Door HDF 245SD 3 Years Brand Warranty,0,36299
haier-hdf-285sd-single-door-deep-freezer-285-l-white,Haier Hdf-285Sd Single Door Deep Freezer 285 L White,0,6800
haier-hdf-325h-double-door-deep-freezer-325-l-white,Haier Hdf-325H Double Door Deep Freezer 325 L White,0,39000
haier-hdf-345sd-single-door-deep-freezer-345-l-white,Haier Hdf-345Sd Single Door Deep Freezer 345 L White,0,24500
haier-hdf-385h-double-door-deep-freezer,Haier HDF-385H Double Door Deep Freezer,0,47000
haier-hdf-385h-double-door-deep-freezer-385-l-white,Haier Hdf-385H – Double Door Deep Freezer – 385 L – White,0,47000
haier-hdf-385h-double-door-deep-freezer-385-l-white-1,Haier Hdf-385H Double Door Deep Freezer 385 L White,0,51000
haier-hdf-385i-double-door-inverter-deep-freezer-385-l-white,Haier Hdf-385I – Double Door Inverter Deep Freezer – 385 L – White,0,46999
haier-hdf-405sd-single-door-deep-freezer-405-l-white,Haier Hdf-405Sd – Single Door Deep Freezer – 405 L – White,0,50000
haier-hdf-405sd-single-door-deep-freezer-405-l-white-1,Haier Hdf-405Sd Single Door Deep Freezer 405 L White,0,7999
haier-hdf-545dd-double-door-deep-freezer-545-l-white,Haier Hdf-545DD Double Door Deep Freezer 545 L White,0,48000
haier-single-door-deep-freezer-hdf-245sd,Haier Single Door Deep Freezer HDF-245SD,0,36500
haier-single-door-deep-freezer-hdf-245sd-8cft-245-l-white,Haier Single Door Deep Freezer Hdf-245Sd 8Cft 245 L White,0,31000
Freezer Inverex,,3,
inverex-deep-freezer-icf-1851-10-cubic-fit-20-extra-energy-saving,"Inverex DEEP FREEZER ICF-1851 10 CUBIC FIT,20% Extra Energy Saving",0,32000
inverex-deep-freezer-icf-2251-12-cubic-fit-20-extra-energy-saving,"Inverex DEEP FREEZER ICF-2251 12 CUBIC FIT, 20% Extra Energy Saving",0,32000
inverx-deep-freezer-icf-1551-8-cubic-fit-20-extra-energy-saving,"INVERX DEEP FREEZER ICF-1551 8 CUBIC FIT,20% Extra Energy Saving",0,30000
Freezer Kenwood,,3,
kenwood-300l-single-door-deep-freezer-kdf-310sd,Kenwood 300L Single Door Deep Freezer KDF-310SD,0,37000
kenwood-kdf-222v-upride-freezer-stainless-steel-door-silver,Kenwood KDF 222V Upride Freezer Stainless Steel Door Silver,0,47200
Freezer Panatron,,3,
panatron-10-cft-single-door-deep-freezer,Panatron 10 Cft Single Door Deep Freezer,0,31000
panatron-12-cft-single-door-deep-freezer-p-c-f-185,Panatron 12 Cft Single Door Deep Freezer P C F -185,0,37000
panatron-12-cft-single-door-deep-freezer-p-c-f-186,Panatron 12 Cft Single Door Deep Freezer P C F -185,0,37000
panatron16-cft-double-door-deep-freezer-p-c-f-275,Panatron16 Cft Double Door Deep Freezer P C F -275,0,47100
Freezer Pel,,3,
pel-370l-arctic-premium-single-door-deep-freezer-pdf-130,Pel 370L Arctic Premium Single Door Deep Freezer PDF-130,0,36000
pel-370-liters-arctic-premium-single-door-deep-freezer-pdf-135,PEL 370 Liters Arctic Premium Single Door Deep Freezer PDF-135,0,33125
pel-370-liters-deep-freezer-pdf-130,PEL 370 Liters Deep Freezer PDF – 130,0,33850
pel-410l-arctic-premium-double-door-deep-freezer-pdf-150,PEL 410L Arctic Premium Double Door Deep Freezer PDF-150,0,38000
pel-410-liters-deep-freezer-pdft-155,PEL 410 Liters Deep Freezer PDFT – 155,0,40050
pel-410-litre-double-door-deep-freezer-pdft-155,PEL 410 Litre Double Door Deep Freezer PDFT-155,0,37850
pel-deep-freezer-150-arctic-premium-plus-410-litre,PEL Deep Freezer 150 Arctic Premium Plus 410 Litre,0,43000
pel-deep-freezer-in-white-155pdf,PEL Deep Freezer In White 155PDF,0,33999
pel-deep-freezer-pdft135-ap,PEL Deep Freezer PDFT135-AP+,0,39999
pel-deep-freezer-pdft155-ap-white,PEL Deep Freezer Pdft155-Ap+ – White,0,65500
pel-deep-freezer-pel-pdf130-ap,PEL Deep Freezer PEL PDF130-AP+,0,40000
pel-deep-freezer-pel-pdf-150-ap,PEL Deep Freezer PEL PDF-150-AP+,0,50000
pel-deep-freezer-pel-pdf-150-ap-1,PEL Deep Freezer PEL PDF 150 AP+,0,50000
pel-deep-freezer-pel-pdft135-ap,PEL Deep Freezer PEL PDFT135-AP+,0,54599
pel-deep-freezer-pel-pdft135-ap-1,PEL Deep Freezer PEL PDFT135 AP+,0,50000
pel-deep-freezer-pel-pdft155-ap,PEL Deep Freezer PEL PDFT155-AP+,0,45000
pel-deep-freezer-pel-pdft155-ap-1,PEL Deep Freezer PEL PDFT155 AP+,0,65000
pel-deep-freezer-pel-pdftv-155-ap-vcm-pattern,PEL Deep Freezer PEL PDFTV 155 AP+VCM Pattern,0,52100
pel-double-door-deep-freezer-pdf-135,Pel Double Door Deep Freezer PDF 135,0,39799
pel-pdf-150-arctic-premium-single-door-deep-freezer-410-l-offwhite,PEL Pdf-150 – Arctic Premium Single Door Deep Freezer – 410 L – Offwhite,0,38500
pel-pdft135-ap-double-door-deep-freezer-385-l-white,PEL PDFT135-AP – Double Door Deep Freezer – 385 L – White,0,43200
pel-pdft155-ap-double-door-deep-freezer-410-l-white,PEL PDFT155-AP – Double Door Deep Freezer – 410 L – White,0,48000
pel-single-door-deep-freezer-pdf-100,Pel Single Door Deep Freezer PDF 100,0,35299
Freezer Samsung,,3,
samsung-384-l-top-mount-freezer-with-twin-cooling-rt38k5010s8,Samsung 384 L Top Mount Freezer With Twin Cooling RT38K5010S8,0,95999
samsung-585-l-top-freezer-with-twin-cooling-plus,Samsung 585 L Top Freezer With Twin Cooling Plus,0,169999
samsung-620-l-top-mount-freezer-with-twin-cooling-rt62k7110sl,Samsung 620 L Top Mount Freezer With Twin Cooling RT62K7110SL,0,174999
samsung-deep-freezer-zr26faraeww-in-white,Samsung Deep Freezer ZR26FARAEWW In White,0,49999
samsung-rt18m6211sg-top-mount-freezer-with-twin-cooling-plus-525-l-black,Samsung RT18M6211SG – Top Mount Freezer With Twin Cooling Plus – 525 L – Black,0,139999
samsung-rt29k5110sp-top-mount-freezer-with-twin-cooling-302-l-silver,Samsung RT29K5110SP – Top Mount Freezer With Twin Cooling – 302 L – Silver,0,85999
Freezer Siemens,,3,
siemens-kd43vvw20m-top-freezer-white-brand-warranty,Siemens KD43VVW20M Top Freezer White (Brand Warranty),0,113500
Freezer Waves,,3,
waves-10-cubic-feet-single-door-deep-freezer-wcc-2110,Waves 10 Cubic Feet Single Door Deep Freezer WCC-2110,0,48071
waves-11-cubic-feet-single-door-deep-freezer-wcc-2110,Waves 11 Cubic Feet Single Door Deep Freezer WCC-2110,0,39800
waves-13-cubic-feet-single-door-deep-freezer-wcc-2130,Waves 13 Cubic Feet Single Door Deep Freezer WCC-2130,0,37000
waves-14-cubic-feet-jumbo-double-door-deep-freezer-wt-2140,Waves 14 Cubic Feet Jumbo Double Door Deep Freezer WT-2140,0,48000
waves-15-cft-deep-freezer-single-door-wdf-315,Waves 15 CFT Deep Freezer Single Door WDF-315,0,41700
waves-16-cu-ft-jumbo-double-door-deep-freezer-wt-2160,Waves 160 Cu. Ft Jumbo Double Door Deep Freezer WT-2160,0,57909
waves-18-cubic-feet-single-door-deep-freezer-wcc-2200,Waves 18 Cubic Feet Single Door Deep Freezer WCC-2200,0,61000
waves-22-cu-ft-jumbo-double-door-deep-freezer-wt-2200,Waves 22 Cu. Ft Jumbo Double Door Deep Freezer WT-2200,0,67954
waves-chest-freezer-w-2110,Waves Chest Freezer W-2110,0,35366
waves-deep-freezer-310,Waves Deep Freezer – 310,0,37900
waves-deep-freezer-wcc-2110-10-cu-ft-white,Waves Deep Freezer WCC 2110 10 CU.FT White,0,31500
waves-deep-freezer-wf-2090,Waves Deep Freezer WF-2090,0,33850
waves-deep-freezer-wf-2110,Waves Deep Freezer WF-2110,0,38900
waves-deep-freezer-wf-2130,Waves Deep Freezer WF-2130,0,38000
waves-deep-freezer-wf-2160,Waves Deep Freezer WF-2160,0,46000
waves-deep-freezer-wf-2160-cb,Waves Deep Freezer WF-2160-CB,0,46000
waves-deep-freezer-wf-2200-dd,Waves Deep Freezer WF-2200-DD,0,52000
waves-jumbo-double-door-deep-freezer-wdft-315-15-cu-ft-ash-white-30-extra-energy-saving,Waves Jumbo Double Door Deep Freezer WDFT-315 15 Cu. Ft. Ash White 30% Extra Energy Saving,0,44000
waves-jumbo-double-door-deep-freezer-wdft-318-18-cu-ft-ash-white-30-extra-energy-saving,Waves Jumbo Double Door Deep Freezer WDFT-318 18 Cu. Ft. Ash White 30% Extra Energy Saving,0,38000
waves-jumbo-double-door-deep-freezer-wt-313-13-cu-ft-white,Waves Jumbo Double Door Deep Freezer Wt-313 13 Cu. Ft. White,0,46000
waves-jumbo-double-door-deep-freezer-wt-315-16-cu-ft-white,Waves Jumbo Double Door Deep Freezer Wt-315 – 16 Cu. Ft. – White,0,46000
waves-regular-deep-freezer-wf-2200-dd,Waves Regular Deep Freezer WF-2200-DD,0,51600
waves-regular-deep-freezer-wt-2160,Waves 16 Cubic Feet Jumbo Double Door Deep Freezer WCC-2160,0,45000
waves-regular-deep-freezer-wt-2161,Waves Regular Deep Freezer WT-2160,0,45050
waves-regular-deep-freezer-wt-2200,Waves Regular Deep Freezer WT-2200,0,56000
waves-single-door-deep-freezer-wcc-2090-9-cubic-feet-white,Waves Single Door Deep Freezer WCC 2090 9 Cubic Feet White,0,50999
waves-single-door-deep-freezer-wcc-2110-10-cubic-feet-white,Waves Single Door Deep Freezer WCC 2110 10 Cubic Feet White,0,34000
waves-single-door-deep-freezer-wcc-2130-13-cubic-feet-white,Waves Single Door Deep Freezer WCC 2130 13 Cubic Feet White,0,40000
waves-single-door-deep-freezer-wcc-2130-13-cu-ft-white,Waves Single Door Deep Freezer WCC 2130 13 Cu. Ft. White,0,37498
waves-single-door-deep-freezer-wcc-313-13-cubic-feet-white,Waves Single Door Deep Freezer Wcc-313 13 Cubic Feet White,0,40000
waves-single-door-deep-freezer-wdf-2090-advance-9-cubic-feet-ash-white-30-extra-energy-saving,Waves Single Door Deep Freezer WDF-2090 Advance 9 Cubic Feet Ash White 30% Extra Energy Saving,0,36000
waves-single-door-deep-freezer-wdf2130-advance-13-cubic-feet-ash-white-30-extra-energy-saving,Waves Single Door Deep Freezer WDF2130 Advance 13 Cubic Feet Ash White 30% Extra Energy Saving,0,35000
waves-single-door-deep-freezer-wdf-310-10-cubic-feet,Waves Single Door- Deep Freezer -Wdf-310 – 10 Cubic Feet,0,39000
waves-single-door-deep-freezer-wdf-310-10-cubic-feet-ash-white-30-extra-energy-saving,Waves Single Door Deep Freezer WDF-310 10 Cubic Feet Ash White 30% Extra Energy Saving,0,35000
waves-single-door-deep-freezer-wdf-315-15-cubic-feet-ash-white-30-extra-energy-saving,Waves Single Door Deep Freezer WDF-315 15 Cubic Feet Ash White 30% Extra Energy Saving,0,41000
waves-single-door-deep-freezer-wdf-315-15-cubic-feet-ash-white-30-extra-energy-saving-1,Waves Single Door Deep Freezer WDF-315 15 Cubic Feet Ash White 30% Extra Energy Saving,0,41000
waves-single-door-deep-freezer-wdf-318-18-cubic-feet-ash-white-30-extra-energy-saving,Waves Single Door Deep Freezer WDF-318 18 Cubic Feet Ash White 30% Extra Energy Saving,0,55200
waves-waves-single-door-deep-freezer-wdf-309-9-cubic-feet-ash-white-30-extra-energy-saving,Waves Waves Single Door Deep Freezer WDF-309 9 Cubic Feet Ash White 30% Extra Energy Saving,0,35000
waves-waves-single-door-deep-freezer-wdf-313-13-cubic-feet-ash-white-30-extra-energy-saving,Waves Waves Single Door Deep Freezer WDF-313 13 Cubic Feet Ash White 30% Extra Energy Saving,0,35000
waves-wcc-2090-single-door-deep-freezer-9-cubic-feet-white,Waves WCC 2090 Single Door Deep Freezer 9 Cubic Feet White,0,37000
waves-wcc-2110-single-door-deep-freezer-11-cubic-feet-white,Waves WCC 2110 Single Door Deep Freezer 11 Cubic Feet White,0,41800
waves-wt-2140-regular-deep-freezer-white,Waves WT 2140 Regular Deep Freezer White,0,45000
Microwave Oven,,2,
Oven Dawlance,,3,
dawlance-convection-microwave-oven-38-liters-silver-dw-380c,"Dawlance Convection Microwave Oven, 38 Liters, Silver, DW-380C",0,25500
dawlance-microwave-oven-20-liters-white-dw-225s,"Dawlance Microwave Oven, 20 Liters, White, DW-225S",0,9350
dawlance-microwave-oven-23-liters-black-dw-388s,"Dawlance Microwave Oven, 23 Liters, Black, DW-388S",0,12070
dawlance-microwave-oven-cooking-series-20-liters-black-dw-297-gss,"Dawlance Microwave Oven, Cooking Series, 20 Liters, Black, DW-297 GSS",0,10625
dawlance-microwave-oven-cooking-series-20-liters-black-dw-md10,"Dawlance Microwave Oven, Cooking Series, 20 Liters, Black, DW-MD10",0,8925
dawlance-microwave-oven-cooking-series-23-liters-silver-black-dw-374,"Dawlance Microwave Oven, Cooking Series, 23 Liters, Silver Black, DW-374",0,11220
dawlance-microwave-oven-cooking-series-26-liters-mirror-finish-dw-128g,"Dawlance Microwave Oven, Cooking Series, 26 Liters, Mirror Finish, DW-128G",0,14875
dawlance-microwave-oven-grilling-series-25-liters-black-dw-255g,"Dawlance Microwave Oven, Grilling Series, 25 Liters, Black, DW-255G",0,14960
dawlance-microwave-oven-heating-series-20-liters-white-dw-210s,"Dawlance Microwave Oven, Heating Series, 20 Liters, White, DW-210S",0,8925
Oven Nikai,,3,
